basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_norm;disease_ot_total_assoc_score_norm;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_norm;disease_ot_lowconf_score_norm;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_norm;disease_ot_modconf_score_norm;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_norm;disease_ot_hiconf_score_norm;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_norm;disease_ot_ard_total_score_norm;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related macular degeneration;disease_Alzheimer disease;disease_atherosclerosis;disease_benign prostatic hyperplasia;disease_cancer;disease_chronic obstructive pulmonary disease;disease_heart failure;disease_Ischemic stroke;disease_myocardial infarction;disease_non-alcoholic fatty liver disease;disease_osteoarthritis;disease_Osteoporosis;disease_Parkinson disease;disease_sarcopenia;disease_type 2 diabetes mellitus;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_0858;SOX6;ENSG00000110693;HGNC:16421;55553;Transcription factor SOX-6;P35712;#N/A;https://platform.opentargets.org/target/ENSG00000110693;4 Other all-alpha-helical DNA-binding domains;4.1 High-mobility group (HMG) domain factors;4.1.1 SOX-related;632;129;118;431;83;5_None;331;43.71;0.11;0.16;224;3.93;0.09;0.05;95;33.32;0.2;0.22;12;6.46;0.12;0.11;10;0.23;0.63;0.06;Parkinson Disease;#N/A;#N/A;0.012869374;0.007391597;#N/A;0.036786901;0.002587059;0.015761144;#N/A;0.007945967;#N/A;0.014713372;0.052585562;0.062480176;#N/A;0.014660001;3;0.2;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;2;#N/A;#N/A;#N/A;1;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0800;SALL4;ENSG00000101115;HGNC:15924;57167;Sal-like protein 4 (Zinc finger protein 797) (Zinc finger protein SALL4);Q9UJQ4;#N/A;https://platform.opentargets.org/target/ENSG00000101115;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;997;269;119;440;438;5_None;544;43.52;0.17;0.16;457;15.76;0.18;0.21;84;25.66;0.17;0.17;3;2.1;0.03;0.04;5;0.21;0.31;0.05;Cancer;#N/A;#N/A;0.003695799;#N/A;#N/A;0.099869837;0.043517001;#N/A;#N/A;0.065662021;#N/A;#N/A;0.002217479;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0914;TCF12;ENSG00000140262;HGNC:11623;6938;Transcription factor 12 (TCF-12) (Class B basic helix-loop-helix protein 20) (bHLHb20) (DNA-binding protein HTF4) (E-box-binding protein) (Transcription factor HTF-4);Q99081;https://jaspar.elixir.no/search?q=Q99081;https://platform.opentargets.org/target/ENSG00000140262;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.1 E2A;876;225;120;318;438;5_None;393;42.95;0.13;0.16;330;22.59;0.13;0.31;62;19.57;0.13;0.13;1;0.79;0.01;0.01;9;0.36;0.56;0.09;Type 2 Diabetes Mellitus;#N/A;0.001478319;0.019776589;0.011695765;#N/A;0.044004037;#N/A;0.001478319;#N/A;#N/A;#N/A;0.007391597;0.005174118;0.002956639;#N/A;0.269591942;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0894;TAL1;ENSG00000162367;HGNC:11556;6886;T-cell acute lymphocytic leukemia protein 1 (TAL-1) (Class A basic helix-loop-helix protein 17) (bHLHa17) (Stem cell protein) (T-cell leukemia/lymphoma protein 5);P17542;https://jaspar.elixir.no/search?q=P17542;https://platform.opentargets.org/target/ENSG00000162367;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.3 Tal-related;788;190;121;229;438;5_None;607;42.75;0.19;0.16;528;18.87;0.21;0.26;77;22.83;0.16;0.15;2;1.04;0.02;0.02;9;0.51;0.56;0.13;Alzheimer Disease;#N/A;#N/A;0.204854628;0.002956639;#N/A;0.022516449;#N/A;#N/A;#N/A;0.003695799;#N/A;0.002176928;0.009726768;0.201054218;0.003695799;0.05828069;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0421;IKZF3;ENSG00000161405;HGNC:13178;22806;Zinc finger protein Aiolos (Ikaros family zinc finger protein 3);Q9UKT9;#N/A;https://platform.opentargets.org/target/ENSG00000161405;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;1479;457;122;919;438;4_Low;540;42.72;0.17;0.16;467;20.82;0.18;0.28;72;21.3;0.15;0.14;1;0.6;0.01;0.01;4;0.04;0.25;0.01;Cancer;#N/A;#N/A;0.007391597;#N/A;#N/A;0.027484689;#N/A;#N/A;#N/A;#N/A;0.002956639;#N/A;#N/A;#N/A;#N/A;0.004065378;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0682;PAX8;ENSG00000125618;HGNC:8622;7849;Paired box protein Pax-8;Q06710;https://jaspar.elixir.no/search?q=Q06710;https://platform.opentargets.org/target/ENSG00000125618;3 Helix-turn-helix domains;3.2 Paired box factors;3.2.2 PD;658;139;123;353;182;4_Low;682;42.46;0.22;0.16;627;24.73;0.25;0.34;52;16.04;0.11;0.11;3;1.68;0.03;0.03;8;0.31;0.5;0.08;Cancer;#N/A;#N/A;0.001478319;#N/A;#N/A;0.284922046;#N/A;#N/A;#N/A;0.003695799;0.001478319;0.001478319;0.011621233;0.002956639;#N/A;0.006046737;2;0.13;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;66;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0887;STAT1;ENSG00000115415;HGNC:11362;6772;Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84);P42224;https://jaspar.elixir.no/search?q=P42224;https://platform.opentargets.org/target/ENSG00000115415;6 Immunoglobulin fold;6.2 STAT domain factors;6.2.1 STAT;292;44;124;85;83;4_Low;1295;42.19;0.42;0.16;1255;26.66;0.49;0.36;34;11.37;0.07;0.08;6;4.16;0.06;0.07;15;0.93;0.94;0.24;Cancer;#N/A;0.011525849;0.049733646;0.05817109;0.002771849;0.55201028;0.018973346;0.014750284;0.081802115;0.045823261;0.019867541;0.004381164;0.01253;0.016054821;0.002217479;0.036466916;3;0.2;Y;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;Induces;#N/A;#N/A;13;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;12;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0801;SATB1;ENSG00000182568;HGNC:10541;6304;DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1);Q01826;https://jaspar.elixir.no/search?q=Q01826;https://platform.opentargets.org/target/ENSG00000182568;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.9 HD-CUT;360;61;125;152;83;5_None;353;42.17;0.11;0.16;252;5.96;0.1;0.08;92;31.22;0.19;0.21;9;4.99;0.09;0.09;7;0.66;0.44;0.17;Type 2 Diabetes Mellitus;#N/A;#N/A;0.006693502;#N/A;0.011806023;0.101409772;0.014423355;#N/A;0.017370253;#N/A;#N/A;#N/A;#N/A;0.227443392;#N/A;0.280834186;3;0.2;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;Unclear;5;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0374;HOXA11;ENSG00000005073;HGNC:5101;3207;Homeobox protein Hox-A11 (Homeobox protein Hox-1I);P31270;#N/A;https://platform.opentargets.org/target/ENSG00000005073;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.1 HOX;898;231;126;334;438;3_Medium to Low;606;42.13;0.19;0.16;556;26.95;0.22;0.37;49;14.61;0.1;0.1;1;0.57;0.01;0.01;7;0.34;0.44;0.09;Cancer;#N/A;#N/A;0.065970004;0.063149494;#N/A;0.096465358;0.022913951;#N/A;0.006652437;#N/A;#N/A;0.009978656;#N/A;0.074970916;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;2;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0856;SOX4;ENSG00000124766;HGNC:11200;6659;Transcription factor SOX-4;Q06945;https://jaspar.elixir.no/search?q=Q06945;https://platform.opentargets.org/target/ENSG00000124766;4 Other all-alpha-helical DNA-binding domains;4.1 High-mobility group (HMG) domain factors;4.1.1 SOX-related;371;62;127;161;83;5_None;539;41.79;0.17;0.15;460;14.43;0.18;0.2;70;22.54;0.15;0.15;9;4.82;0.09;0.08;10;0.64;0.63;0.16;Type 2 Diabetes Mellitus;#N/A;#N/A;0.008130757;0.021435632;0.002217479;0.100340182;0.052535809;0.003511009;#N/A;0.015152774;#N/A;0.010397003;0.066402627;#N/A;#N/A;0.360417517;3;0.2;Y;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0920;TCF3;ENSG00000071564;HGNC:11633;6929;Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1);P15923;https://jaspar.elixir.no/search?q=P15923;https://platform.opentargets.org/target/ENSG00000071564;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.1 E2A;608;125;128;459;21;4_Low;664;41.51;0.21;0.15;577;15.12;0.23;0.2;84;24.57;0.17;0.16;3;1.83;0.03;0.03;10;0.2;0.63;0.05;Alzheimer Disease;#N/A;#N/A;0.05459621;0.00477374;0.026917733;0.046267278;#N/A;0.007391597;0.013299742;0.004250168;#N/A;0.009015683;#N/A;0.022243972;#N/A;0.010146289;6;0.4;Y;#N/A;Anti-Longevity;#N/A;Anti-Longevity;#N/A;#N/A;Unclear;putative;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;Anti-Longevity;#N/A;#N/A;1;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0598;NFIA;ENSG00000162599;HGNC:7784;4774;Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein);Q12857;https://jaspar.elixir.no/search?q=Q12857;https://platform.opentargets.org/target/ENSG00000162599;7 beta-Hairpin exposed by an alpha/beta-scaffold;7.1 SMAD/NF-1 DNA-binding domain factors;7.1.1 SMAD;521;101;129;210;182;5_None;405;41.01;0.13;0.15;312;6;0.12;0.08;84;30;0.17;0.2;9;5;0.09;0.09;6;0.55;0.38;0.14;Heart Failure;#N/A;#N/A;0.045977444;0.0142168;#N/A;0.031508571;0.156393568;0.292362655;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.005338376;2;0.13;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;5;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0030;ARID5B;ENSG00000150347;HGNC:17362;84159;AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B) (MRF1-like protein) (Modulator recognition factor 2) (MRF-2);Q14865;#N/A;https://platform.opentargets.org/target/ENSG00000150347;3 Helix-turn-helix domains;3.7 ARID;3.7.1 ARID-related;657;137;130;89;438;4_Low;322;40.48;0.1;0.15;233;6.73;0.09;0.09;81;29.53;0.17;0.2;8;4.23;0.08;0.07;8;0.91;0.5;0.23;Type 2 Diabetes Mellitus;0.3199403;#N/A;0.028881228;0.038466965;0.001478319;0.012869639;#N/A;#N/A;#N/A;0.005543698;#N/A;0.00503674;#N/A;#N/A;#N/A;0.501120715;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;4;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0727;PPARA;ENSG00000186951;HGNC:9232;5465;Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1);Q07869;https://jaspar.elixir.no/search?q=Q07869;https://platform.opentargets.org/target/ENSG00000186951;2 Zinc-coordinating DNA-binding domains;2.1 Nuclear receptors with C4 zinc fingers;2.1.2 Thyroid hormone receptor-related factors;158;19;131;13;14;1_High;1205;40.26;0.39;0.15;1159;23.75;0.45;0.32;40;13.15;0.08;0.09;6;3.36;0.06;0.06;16;1.86;1;0.47;Type 2 Diabetes Mellitus;0.006652437;0.047315438;0.090439903;0.278598857;0.031606251;0.112267563;0.048174156;0.056927487;0.020506122;0.27156524;0.141224079;0.01275597;0.011320263;0.083713734;0.007799778;0.641531284;7;0.47;Y;Pro-Longevity;Unclear;#N/A;Pro-Longevity;#N/A;Pro-Longevity;#N/A;putative;Unclear;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;8;#N/A;#N/A;Pro-Longevity;#N/A;13;1_High;At least 2/3 Pharos Tclin, TTD approved drugs, ChEMBL approved drugs;Tclin;108;27;5;"CHEMBL239;CHEMBL3559683";"Peroxisome proliferator-activated receptor alpha;Peroxisome proliferator-activated receptor";"SINGLE PROTEIN;PROTEIN FAMILY";"4932;85";"9465;137";"22;5";"4;4";"Small molecule;Small molecule";1967
TFTX_0619;NKX2-5;ENSG00000183072;HGNC:2488;1482;Homeobox protein Nkx-2.5 (Cardiac-specific homeobox) (Homeobox protein CSX) (Homeobox protein NK-2 homolog E);P52952;https://jaspar.elixir.no/search?q=P52952;https://platform.opentargets.org/target/ENSG00000183072;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;1116;322;132;546;438;3_Medium to Low;568;40.07;0.18;0.15;522;19.77;0.2;0.27;34;12.47;0.07;0.08;12;7.84;0.12;0.14;8;0.15;0.5;0.04;Atherosclerosis;#N/A;#N/A;0.001478319;0.055693631;0.004250168;0.032089865;#N/A;0.023929582;0.004434958;0.02574591;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;11;10;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0638;NR1H3;ENSG00000025434;HGNC:7966;10062;Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3);Q13133;#N/A;https://platform.opentargets.org/target/ENSG00000025434;2 Zinc-coordinating DNA-binding domains;2.1 Nuclear receptors with C4 zinc fingers;2.1.2 Thyroid hormone receptor-related factors;487;94;133;271;83;2_Medium;517;39.89;0.17;0.15;450;16.69;0.18;0.23;61;19.76;0.13;0.13;6;3.44;0.06;0.06;12;0.44;0.75;0.11;Alzheimer Disease;#N/A;0.007563657;0.078396584;0.07049258;0.004434958;0.065349609;0.058119788;0.011272186;0.008869917;0.0229819;0.069455834;0.00820262;#N/A;#N/A;#N/A;0.037983405;3;0.2;Y;#N/A;Unclear;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;Unclear;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;11;2_Medium;At least 2/3 Pharos Tchem, DGIDB MOA >0, ChEMBL max phase >0;Tchem;30;6;#N/A;"CHEMBL2808;CHEMBL3706564";"LXR-alpha;Liver X receptor";"SINGLE PROTEIN;PROTEIN FAMILY";"1398;124";"2946;311";"4;2";"1;2";"Small molecule;Small molecule";#N/A
TFTX_0484;LEF1;ENSG00000138795;HGNC:6551;51176;Lymphoid enhancer-binding factor 1 (LEF-1) (T cell-specific transcription factor 1-alpha) (TCF1-alpha);Q9UJU2;https://jaspar.elixir.no/search?q=Q9UJU2;https://platform.opentargets.org/target/ENSG00000138795;4 Other all-alpha-helical DNA-binding domains;4.1 High-mobility group (HMG) domain factors;4.1.3 TCF7-related;693;146;134;121;438;4_Low;557;39.48;0.18;0.15;466;11.16;0.18;0.15;91;28.32;0.19;0.19;#N/A;#N/A;#N/A;#N/A;10;0.76;0.63;0.19;Chronic Obstructive Pulmonary Disease;#N/A;#N/A;0.232411981;0.00783304;0.012011345;0.065138528;0.350582284;0.003695799;#N/A;0.047193294;#N/A;0.016048758;0.005358908;#N/A;#N/A;0.015042516;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0615;NKX2-1;ENSG00000136352;HGNC:11825;7080;Homeobox protein Nkx-2.1 (Homeobox protein NK-2 homolog A) (Thyroid nuclear factor 1) (Thyroid transcription factor 1) (TTF-1) (Thyroid-specific enhancer-binding protein) (T/EBP);P43699;#N/A;https://platform.opentargets.org/target/ENSG00000136352;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;1931;661;135;628;1168;5_None;576;39.36;0.19;0.15;494;12.98;0.19;0.18;77;22.96;0.16;0.15;5;3.42;0.05;0.06;5;0.11;0.31;0.03;Cancer;#N/A;#N/A;0.009882838;#N/A;#N/A;0.089268526;0.009891991;#N/A;#N/A;#N/A;0.004065378;#N/A;#N/A;#N/A;#N/A;0.001478319;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0995;TWIST1;ENSG00000122691;HGNC:12428;7291;Twist-related protein 1 (Class A basic helix-loop-helix protein 38) (bHLHa38) (H-twist);Q15672;https://jaspar.elixir.no/search?q=Q15672;https://platform.opentargets.org/target/ENSG00000122691;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.3 Tal-related;411;71;136;192;83;4_Low;942;39.19;0.3;0.14;907;25.54;0.35;0.35;29;9.79;0.06;0.07;6;3.85;0.06;0.07;14;0.57;0.88;0.14;Ischemic Stroke;#N/A;0.003695799;0.009493068;0.089675583;0.014015905;0.112114415;0.020896834;0.004496555;0.136926183;0.09919791;0.021417769;0.015041322;0.024022691;0.003695799;#N/A;0.013584729;3;0.2;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;Pro-Longevity;14;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0024;ARHGAP35;ENSG00000160007;HGNC:4591;2909;Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A);Q9NRY4;#N/A;https://platform.opentargets.org/target/ENSG00000160007;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;1412;437;137;837;438;3_Medium to Low;264;39;0.08;0.14;169;10.27;0.07;0.14;94;28.16;0.2;0.19;1;0.56;0.01;0.01;2;0.06;0.13;0.01;Cancer;#N/A;#N/A;0.002217479;#N/A;#N/A;0.055188338;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;1;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1099;ZHX3;ENSG00000174306;HGNC:15935;23051;Zinc fingers and homeoboxes protein 3 (Triple homeobox protein 1) (Zinc finger and homeodomain protein 3);Q9H4I2;#N/A;https://platform.opentargets.org/target/ENSG00000174306;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.8 HD-ZF;1667;539;138;361;1168;5_None;175;38.96;0.06;0.14;77;2.69;0.03;0.04;95;34.73;0.2;0.23;3;1.54;0.03;0.03;2;0.3;0.13;0.08;Type 2 Diabetes Mellitus;#N/A;#N/A;#N/A;#N/A;#N/A;0.013927816;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.283586233;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
