Gene Name;Overall Rank;All Diseases Rank;ARDs Rank;Strongest Linked ARD;Aging Rank;Human Link Y/N;M. musculus Link;C. elegans Link;D. melanogaster Link;Development Level;Pharos TDL
AKAP8;1284;1100;849;Cancer;1161;No;None;None;None;None;Tbio
ZNF273;1285;1342;1342;Cancer;407;Yes;None;None;None;None;Tdark
MTERF1;1286;832;1125;Cancer;1161;No;None;None;None;None;Tbio
ZNF718;1287;1455;1233;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
SHOX;1288;763;1196;Osteoarthritis;127;No;None;None;None;None;Tbio
ZSCAN23;1288;1608;1337;Cancer;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF211;1290;1363;1327;Cancer;407;No;None;None;Anti-Longevity;Low;Tdark
FAM170A;1291;540;1422;Cancer;1161;No;None;None;None;None;Tdark
MEF2B;1292;870;1095;Cancer;1161;No;None;None;None;None;Tbio
HES2;1293;1428;1268;Cancer;407;Yes;None;None;None;None;Tdark
THAP4;1294;1228;1469;None;407;Yes;None;None;None;None;Tbio
DRAP1;1295;1541;1157;Cancer;407;Yes;None;None;None;None;Tbio
ZNF274;1295;1485;1213;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB12;1297;1592;1107;Cancer;407;Yes;None;None;None;None;Tbio
ZNF189;1298;1488;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF512B;1299;945;1030;Parkinson Disease;1161;No;None;None;None;None;Tbio
ZNF37A;1300;880;1097;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF772;1301;1239;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF454;1302;1392;1317;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF681;1302;1240;1469;None;407;Yes;None;None;None;None;Tdark
ZBTB42;1304;727;1253;Cancer;407;No;None;None;None;None;Tbio
ZNF134;1304;1552;1158;Osteoarthritis;1161;Yes;None;None;None;Low;Tdark
ZNF578;1306;1556;1413;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
NKX2-4;1307;1034;951;Osteoarthritis;1161;No;None;None;None;None;Tdark
ZNF749;1308;1503;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF606;1309;1505;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZZZ3;1310;525;1469;None;1161;No;None;None;None;None;Tbio
ZNF441;1311;1513;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
RHOXF1;1312;827;1170;Cancer;1161;No;None;None;None;None;Tbio
ZNF154;1313;1302;696;Cancer;407;No;None;None;None;None;Tbio
ZNF2;1313;1372;1356;Heart Failure;1161;Yes;None;None;None;None;Tbio
ZNF497;1315;1573;1160;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF541;1315;581;1422;Cancer;1161;No;None;None;None;None;Tdark
ZNF671;1317;1328;678;Cancer;407;No;None;None;None;None;Tbio
ZNF691;1317;1267;1469;None;1161;Yes;None;None;None;None;Tdark
EBF4;1319;1508;1230;Cancer;127;Yes;None;None;None;None;Tbio
ZNF791;1319;1525;1469;None;407;Yes;None;None;Anti-Longevity;None;Tdark
TIGD7;1321;1499;1240;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF852;1321;1270;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF280B;1323;1474;1266;Cancer;407;Yes;None;None;None;None;Tdark
ZNF853;1324;1272;1469;None;407;Yes;None;None;None;None;Tdark
JRKL;1325;1169;845;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
HOXC12;1326;874;1141;Cancer;407;No;None;None;None;Low;Tbio
ZNF623;1326;1443;1302;Cancer;1161;Yes;None;None;None;None;Tdark
ZNF282;1328;1003;1013;Cancer;1161;No;None;None;None;None;Tdark
ZBTB39;1329;1280;1469;None;407;Yes;None;None;None;None;Tdark
ZSCAN12;1330;1602;1404;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
HMG20B;1331;1107;914;Cancer;407;No;None;None;None;None;Tbio
ZNF600;1331;1282;1469;None;1161;No;None;None;Anti-Longevity;None;Tdark
LBX2;1333;1188;834;Cancer;407;No;None;None;None;None;Tbio
ZNF823;1333;1283;1469;None;1161;No;None;None;Anti-Longevity;None;Tdark
LEUTX;1335;1439;1319;Cancer;407;No;None;Pro-Longevity;None;None;Tdark
ZNF511;1336;1404;1356;Cancer;407;Yes;None;None;None;None;Tdark
DPRX;1337;1292;1469;None;407;No;None;Pro-Longevity;None;None;Tdark
ZBTB14;1338;1017;1019;Non-Alcoholic Fatty Liver Disease;1161;No;None;None;None;None;Tbio
ZNF730;1339;1300;1469;None;407;Yes;None;None;None;None;Tdark
ZNF264;1340;1483;1287;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZNF195;1341;1472;1300;Cancer;407;Yes;None;None;None;None;Tdark
ZNF324B;1341;1350;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF81;1343;1417;1356;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
BHLHA9;1344;688;1356;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF136;1345;1307;1469;None;407;Yes;None;None;None;None;Tdark
ZNF630;1346;1613;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF841;1347;1567;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF124;1348;1359;1422;Cancer;407;Yes;None;None;None;None;Tbio
ZFY;1349;979;1074;Cancer;127;No;None;None;None;None;Tdark
ZNF391;1349;1617;1422;Parkinson Disease;1161;Yes;None;Pro-Longevity;None;None;Tdark
ATMIN;1351;1000;1054;Cancer;407;No;None;None;None;None;Tbio
ZNF431;1351;1315;1469;None;1161;Yes;None;None;None;None;Tdark
ZNF75D;1353;1540;1245;Cancer;407;Yes;None;None;None;None;Tdark
MIXL1;1354;1194;864;Benign Prostatic Hyperplasia;127;No;None;None;None;None;Tbio
THAP10;1354;1124;934;Chronic Obstructive Pulmonary Disease;407;No;None;None;None;None;Tdark
ZNF546;1354;1622;1422;Cancer;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF783;1354;1319;1469;None;1161;Yes;None;None;None;None;Tdark
ZNF221;1358;1582;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
HELT;1359;1230;839;Cancer;1161;No;None;None;None;None;Tbio
ZNF253;1360;1145;930;Cancer;1161;No;None;None;None;None;Tdark
ZNF99;1361;1384;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF727;1362;1220;857;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tdark
ZNF385C;1362;1385;1422;Cancer;1161;Yes;None;None;None;None;Tdark
ASCL3;1364;1289;793;Cancer;127;No;None;None;None;None;Tbio
ZNF551;1364;1599;1469;None;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF70;1366;1391;1422;Cancer;407;Yes;None;None;None;None;Tdark
TERB1;1367;754;1332;Cancer;1161;No;None;None;None;None;Tdark
ZNF525;1368;1546;1271;Cancer;407;Yes;None;None;None;None;Tdark
ZIK1;1369;1504;1316;Cancer;407;Yes;None;None;None;None;Tbio
ZNF117;1369;1125;965;Alzheimer Disease;1161;No;None;None;None;None;Tdark
TPRX1;1371;1465;1356;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
YY2;1372;1291;801;Osteoporosis;1161;No;None;None;None;None;Tbio
ZNF346;1373;1129;964;Cancer;407;No;None;None;None;None;Tbio
ZNF287;1373;1467;1356;Chronic Obstructive Pulmonary Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZFP3;1373;1401;1422;Heart Failure;1161;No;None;None;Anti-Longevity;None;Tdark
ARGFX;1376;1357;1469;None;407;No;None;Pro-Longevity;None;None;Tdark
TIGD3;1377;1405;1422;Cancer;127;Yes;None;None;None;None;Tdark
ZNF836;1377;1614;1469;None;407;Yes;None;None;Anti-Longevity;None;Tdark
DBX1;1379;956;1144;Cancer;1161;No;None;None;None;None;Tbio
ZBTB8B;1380;1578;1253;Cancer;407;Yes;None;None;None;None;Tdark
FERD3L;1381;824;1280;Cancer;407;No;None;None;None;None;Tbio
ZNF250;1381;1589;1245;Cancer;1161;No;None;None;Anti-Longevity;None;Tdark
ZNF662;1383;1368;1469;None;407;Yes;None;None;None;None;Tdark
MESP2;1384;801;1307;Cancer;1161;No;None;None;None;None;Tbio
ZNF616;1385;1370;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF829;1386;1373;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
DBX2;1387;1212;901;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZBED2;1388;1539;1305;Cancer;407;Yes;None;None;None;None;Tdark
ZNF449;1388;1454;1390;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZNF761;1390;1492;1356;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF850;1391;1493;1356;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
HES3;1392;1299;822;Cancer;1161;No;None;None;None;None;Tbio
CCDC169-SOHLH2;1393;656;1469;None;1161;No;None;None;None;None;None
MBD6;1394;988;1146;Cancer;1161;No;None;None;None;None;Tbio
TGIF2LX;1395;1594;1274;Cancer;407;No;None;Unclear;None;None;Tbio
SEBOX;1395;1399;1469;None;407;No;None;Pro-Longevity;None;None;Tbio
ZNF584;1397;1406;1469;None;407;Yes;None;None;None;None;Tdark
ZNF517;1398;1408;1469;None;407;Yes;None;None;None;None;Tdark
ZBTB34;1399;1076;1073;Cancer;1161;No;None;None;None;None;Tdark
ZNF226;1400;1411;1469;None;407;Yes;None;None;None;None;Tdark
ZNF665;1401;1413;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF17;1402;1528;1356;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF570;1402;1415;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
NKX2-6;1404;736;1420;Cancer;407;No;None;None;None;None;Tbio
ZSCAN16;1404;1464;1422;Cancer;1161;No;None;None;Anti-Longevity;None;Tbio
ZNF701;1406;1421;1469;None;407;Yes;None;None;None;None;Tdark
ZNF582;1407;1207;954;Cancer;1161;No;None;None;None;None;Tbio
ZFP57;1408;1071;1091;Cancer;1161;No;None;None;None;None;Tbio
ZNF766;1409;1425;1469;None;407;Yes;None;None;None;None;Tdark
ZNF474;1410;1426;1469;None;407;Yes;None;None;None;None;Tdark
ZNF177;1411;1575;1321;Cancer;407;Yes;None;None;None;None;Tbio
ZNF747;1411;1427;1469;None;407;Yes;None;None;None;None;Tdark
SAFB2;1413;1037;1131;Cancer;1161;No;None;None;None;None;Tbio
ZNF563;1414;1434;1469;None;407;Yes;None;None;None;None;Tdark
ZNF324;1415;1491;1413;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF518B;1416;1056;1121;Cancer;407;No;None;None;None;None;Tdark
ZNF121;1416;1487;1420;Cancer;1161;Yes;None;None;None;None;Tdark
ZFP2;1418;1441;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZKSCAN5;1419;836;1348;Cancer;1161;No;None;None;None;None;Tbio
ZNF835;1420;1517;1402;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZNF404;1420;1450;1469;None;407;Yes;None;None;None;None;Tdark
ZNF527;1422;1453;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZSCAN5;1423;942;1253;Cancer;1161;No;None;None;None;None;None
ZNF773;1424;1469;1469;None;407;Yes;None;None;None;None;Tdark
HSFX1;1425;1585;1356;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
HSFX2;1426;1587;1356;Cancer;407;No;None;Pro-Longevity;None;None;None
ZNF534;1426;1530;1413;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZBTB5;1428;1522;1422;Cancer;407;Yes;None;None;None;None;Tbio
USF3;1429;1109;1112;Osteoporosis;407;No;None;None;None;None;Tdark
ZNF707;1429;1609;1342;Cancer;407;Yes;None;None;None;None;Tdark
ZNF510;1429;1482;1469;None;1161;No;None;None;Anti-Longevity;None;Tdark
GZF1;1432;936;1290;Alzheimer Disease;1161;No;None;None;None;None;Tbio
DMRTC2;1432;757;1469;None;1161;No;None;None;None;None;Tdark
OVOL3;1434;1535;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF311;1435;1568;1405;Cancer;407;Yes;None;None;None;None;Tdark
ZNF66;1436;1579;1396;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF426;1437;1507;1469;None;407;Yes;None;None;None;None;Tbio
ZNF677;1438;1294;956;Cancer;1161;No;None;None;None;None;Tbio
ZNF30;1439;1516;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF526;1440;792;1469;None;1161;No;None;None;None;None;Tdark
MTERF4;1441;1074;1189;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZKSCAN8;1442;1527;1469;None;407;No;None;None;Anti-Longevity;None;Tbio
GBX1;1443;855;1413;Alzheimer Disease;1161;No;None;None;None;Medium to Low;Tbio
ZNF655;1444;1182;1090;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ASCL4;1444;1133;1139;Heart Failure;1161;No;None;None;None;None;Tdark
ZNF532;1446;881;1395;Cancer;407;No;None;None;None;None;Tdark
ZNF670;1446;1537;1469;None;1161;Yes;None;None;None;None;Tdark
ZNF610;1448;1543;1469;None;407;Yes;None;None;None;None;Tdark
MTERF3;1449;1312;973;Cancer;1161;No;None;None;None;None;Tbio
ZNF576;1450;1548;1469;None;407;Yes;None;None;None;None;Tdark
ZNF20;1451;1549;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF880;1452;1547;742;Cancer;1161;No;None;None;None;None;Tdark
ZNF157;1453;1551;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF575;1454;1185;1107;Cancer;407;No;None;None;None;None;Tdark
ZNF790;1454;1553;1469;None;1161;No;None;None;Anti-Longevity;None;Tdark
NEUROG1;1456;1249;1046;Cancer;407;No;None;None;None;None;Tbio
ZNF138;1456;1603;1422;Cancer;1161;Yes;None;None;None;None;Tdark
TGIF2LY;1458;1561;1469;None;407;No;None;Unclear;None;None;Tdark
ZNF883;1459;1566;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF254;1460;953;1356;Cancer;1161;No;None;None;None;None;Tdark
TBX10;1461;843;1469;None;1161;No;None;None;None;None;Tbio
ZSCAN5B;1462;1024;1291;Cancer;1161;No;None;None;None;None;Tdark
ZNF780B;1463;1625;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF544;1464;1581;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF614;1465;1630;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF284;1466;1632;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
TFDP3;1467;1470;863;Cancer;1161;No;None;None;None;None;Tbio
SCRT1;1468;1348;987;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
FIGLA;1469;916;1422;Cancer;1161;No;None;None;None;None;Tbio
E4F1;1470;1313;1028;Cancer;1161;No;None;None;None;Medium to Low;Tbio
ONECUT3;1471;1251;1094;Cancer;407;No;None;None;None;None;Tbio
ZNF586;1471;1606;1469;None;1161;Yes;None;None;None;None;Tdark
RHOXF2;1473;1386;961;Cancer;1161;No;None;None;None;None;Tbio
ZNF256;1474;1610;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF430;1475;1611;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF34;1476;1033;1320;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF552;1477;1615;1469;None;407;Yes;None;None;None;None;Tdark
ZBTB32;1478;1055;1301;Cancer;1161;No;None;None;None;None;Tbio
ZBED1;1479;1355;1002;Cancer;407;No;None;None;None;None;Tbio
ZFP82;1479;1189;1168;Cancer;1161;No;None;None;None;None;Tbio
ZSCAN22;1479;1618;1469;None;1161;No;None;None;Anti-Longevity;None;Tdark
ZNF225;1482;1619;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZFP41;1483;1073;1291;Cancer;1161;No;None;None;None;None;Tdark
WIZ;1484;1058;1307;Atherosclerosis;407;No;None;None;None;Low;Tchem
ZNF672;1484;1626;1469;None;1161;Yes;None;None;None;None;Tdark
ZNF165;1486;1490;889;Cancer;1161;No;None;None;None;Low;Tbio
TCF15;1487;1087;1296;Atherosclerosis;1161;No;None;None;None;None;Tbio
ZNF490;1487;1044;1339;Cancer;1161;No;None;None;None;None;Tdark
ZNF557;1489;1380;1006;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZBTB25;1490;920;1469;None;1161;No;None;None;None;None;Tbio
ZNF451;1491;1247;1151;Cancer;1161;No;None;None;None;None;Tbio
ZNF687;1492;1245;1162;Cancer;1161;No;None;None;None;None;Tbio
HMX2;1492;1183;1224;Cancer;1161;No;None;None;None;None;Tbio
IKZF5;1494;1063;1356;Cancer;1161;No;None;None;None;None;Tbio
ZNF487;1495;1065;1356;Cancer;1161;No;None;None;None;None;Tdark
FOXD4;1496;1433;989;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
ZNF547;1497;1479;948;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tdark
FOXB2;1498;1418;1012;Cancer;1161;No;None;None;None;None;Tdark
ZBTB6;1499;1496;937;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
GSX1;1500;1098;1339;Cancer;1161;No;None;None;None;None;Tbio
GCM1;1501;1332;1110;Cancer;1161;No;None;None;None;None;Tbio
RBSN;1502;1379;1067;Cancer;1161;No;None;None;None;None;Tbio
FOXB1;1503;1225;1229;Cancer;1161;No;None;None;None;None;Tbio
ZBTB49;1504;1536;923;Cancer;1161;No;None;None;None;None;Tdark
TIGD5;1504;1103;1356;Cancer;1161;No;None;None;None;None;Tdark
ZNF80;1506;998;1469;None;1161;No;None;None;None;None;Tdark
ZFP92;1507;1002;1469;None;1161;No;None;None;None;None;Tdark
DMRTB1;1508;1015;1469;None;1161;No;None;None;None;None;Tdark
ZBTB44;1509;1323;1182;Cancer;1161;No;None;None;None;None;Tdark
FOXI2;1510;1253;1253;Cancer;1161;No;None;None;None;None;Tbio
ZNF213;1511;1375;1150;Cancer;1161;No;None;None;None;None;Tbio
THYN1;1512;1351;1175;Alzheimer Disease;1161;No;None;None;None;None;Tbio
SCX;1513;1325;1203;Cancer;1161;No;None;None;None;None;Tbio
ZFP69;1513;1471;1057;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
C11orf95;1515;1305;1230;Cancer;1161;No;None;None;None;None;Tbio
ZBTB45;1516;1316;1220;Cancer;1161;No;None;None;None;None;Tdark
ZNF496;1517;1136;1405;Cancer;1161;No;None;None;None;None;Tbio
MYRFL;1518;1075;1469;None;1161;No;None;None;None;None;Tdark
ZIM2;1519;1219;1327;Cancer;1161;No;None;None;None;None;Tbio
MSANTD4;1519;1303;1243;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF735;1521;1600;957;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ETV3L;1521;1201;1356;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF580;1523;1371;1189;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
TIGD6;1524;1140;1422;Cancer;1161;No;None;None;None;None;Tdark
MSGN1;1525;1094;1469;None;1161;No;None;None;None;None;Tbio
ZNF445;1526;1143;1422;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
NOTO;1527;1262;1307;Osteoporosis;1161;No;None;None;None;None;Tdark
ZBTB22;1528;1478;1092;Cancer;1161;No;None;None;None;Low;Tbio
ZNF626;1528;1101;1469;None;1161;No;None;None;None;None;Tdark
ZNF639;1530;1329;1244;Cancer;1161;No;None;None;None;None;Tbio
ZSCAN5C;1531;1114;1469;None;1161;No;None;None;None;None;Tdark
ZNF354A;1532;1165;1422;Cancer;1161;No;None;None;None;None;Tbio
KCMF1;1533;1512;1078;Cancer;1161;No;None;None;None;None;Tbio
ANHX;1534;1358;1233;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF446;1535;1273;1332;Osteoporosis;1161;No;None;None;None;None;Tdark
ZNF174;1536;1138;1469;None;1161;No;None;None;None;None;Tbio
ZNF865;1537;1607;1022;Parkinson Disease;1161;No;None;None;None;None;Tdark
ZNF333;1538;1164;1469;None;1161;No;None;None;None;None;Tdark
ZNF577;1539;1402;1239;Cancer;1161;No;None;None;None;None;Tdark
TCF23;1540;1178;1469;None;1161;No;None;None;None;None;Tbio
ZNF358;1541;1186;1469;None;1161;No;None;None;None;None;Tdark
ZNF75A;1542;1339;1326;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ESX1;1543;1388;1285;Cancer;1161;No;None;None;None;None;Tbio
HDX;1544;1205;1469;None;1161;No;None;None;None;None;Tbio
BHLHE23;1544;1511;1163;Cancer;1161;No;None;None;None;None;Tdark
ZNF728;1546;1208;1469;None;1161;No;None;None;None;None;Tdark
NANOGNB;1547;1435;1245;Cancer;1161;No;None;None;None;None;Tdark
THAP5;1548;1277;1405;Myocardial Infarction;1161;No;None;None;None;None;Tdark
FOXD4L4;1549;1442;1245;Cancer;1161;No;None;None;None;None;Tdark
TIGD4;1550;1224;1469;None;1161;No;None;None;None;None;Tdark
ZNF212;1551;1226;1469;None;1161;No;None;None;None;None;Tdark
ZNF25;1552;1306;1394;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF416;1553;1452;1251;Cancer;1161;No;None;None;None;None;Tdark
ZNF888;1554;1242;1469;None;1161;No;None;None;None;None;Tdark
ZNF684;1555;1243;1469;None;1161;No;None;None;None;None;Tdark
ZNF732;1556;1304;1422;Cancer;1161;No;None;None;None;None;Tdark
ZSCAN29;1557;1258;1469;None;1161;No;None;None;None;None;Tdark
ZNF736;1558;1265;1469;None;1161;No;None;None;None;None;Tdark
ZNF740;1559;1340;1396;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF396;1560;1268;1469;None;1161;No;None;None;None;None;Tbio
ZNF200;1561;1598;1153;Cancer;1161;No;None;None;None;None;Tdark
ARID3C;1561;1396;1355;Cancer;1161;No;None;None;None;None;Tdark
ZNF843;1563;1398;1356;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF737;1564;1338;1422;Cancer;1161;No;None;None;None;None;Tdark
DRGX;1565;1298;1469;None;1161;No;None;None;None;None;Tbio
ZNF721;1566;1430;1348;Cancer;1161;No;None;None;None;None;Tdark
CPXCR1;1567;1574;1206;Cancer;1161;No;None;None;None;None;Tdark
ZNF764;1568;1326;1469;None;1161;No;None;None;None;None;Tdark
ZNF705A;1569;1376;1422;Cancer;1161;No;None;None;None;None;Tdark
ZNF625;1570;1616;1184;Cancer;1161;No;None;None;None;None;Tdark
ZNF439;1571;1403;1402;Alzheimer Disease;1161;No;None;None;None;None;Tdark
THAP6;1571;1336;1469;None;1161;No;None;None;None;None;Tdark
ZNF98;1573;1341;1469;None;1161;No;None;None;None;None;Tdark
ZNF688;1574;1354;1469;None;1161;No;None;None;None;None;Tdark
FOXD4L5;1575;1407;1422;Cancer;1161;No;None;None;None;None;Tdark
ZNF491;1576;1362;1469;None;1161;No;None;None;None;None;Tdark
ZNF48;1577;1365;1469;None;1161;No;None;None;None;None;Tdark
NFE4;1578;1595;1253;Cancer;1161;No;None;None;None;None;Tbio
THAP7;1579;1538;1315;Cancer;1161;No;None;None;None;None;Tbio
FOXD4L6;1579;1457;1396;Cancer;1161;No;None;None;None;None;Tdark
AC092835.1;1581;1389;1469;None;1161;No;None;None;None;None;None
ZNF444;1582;1394;1469;None;1161;No;None;None;None;None;Tdark
ZNF653;1583;1593;1283;Alzheimer Disease;1161;No;None;None;None;None;Tbio
FOXD4L1;1584;1550;1327;Cancer;1161;No;None;None;None;None;Tdark
ZNF599;1585;1459;1422;Cancer;1161;No;None;None;None;None;Tdark
ZNF394;1586;1414;1469;None;1161;No;None;None;None;None;Tdark
ZNF57;1587;1586;1307;Cancer;1161;No;None;None;None;None;Tdark
TCF24;1588;1588;1307;Cancer;1161;No;None;None;None;None;Tdark
ASCL5;1589;1484;1422;Cancer;1161;No;None;None;None;None;Tdark
ZNF784;1589;1437;1469;None;1161;No;None;None;None;None;Tdark
CDX4;1591;1445;1469;None;1161;No;None;None;None;None;Tbio
ZNF558;1592;1521;1396;Cancer;1161;No;None;None;None;None;Tdark
ZNF844;1593;1449;1469;None;1161;No;None;None;None;None;Tdark
ZNF524;1594;1451;1469;None;1161;No;None;None;None;None;Tdark
ZSCAN30;1595;1456;1469;None;1161;No;None;None;None;None;Tdark
FOXD4L3;1596;1570;1356;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tdark
THAP2;1597;1509;1422;Cancer;1161;No;None;None;None;None;Tbio
ZNF556;1598;1584;1348;Cancer;1161;No;None;None;None;None;Tdark
ZNF562;1599;1580;1356;Cancer;1161;No;None;None;None;None;Tdark
ZNF41;1600;1468;1469;None;1161;No;None;None;None;None;Tbio
ZNF548;1601;1475;1469;None;1161;No;None;None;None;None;Tdark
ZBED9;1602;1554;1391;Cancer;1161;No;None;None;None;None;Tbio
ZNF559;1603;1480;1469;None;1161;No;None;None;None;None;Tdark
ZNF555;1604;1555;1396;Cancer;1161;No;None;None;None;None;Tdark
ZNF565;1605;1533;1422;Cancer;1161;No;None;None;None;Low;Tdark
ZSCAN26;1606;1604;1356;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF776;1607;1494;1468;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF343;1608;1498;1469;None;1161;No;None;None;None;None;Tdark
ZSCAN9;1609;1621;1356;Cancer;1161;No;None;None;None;None;Tdark
ZNF679;1610;1510;1469;None;1161;No;None;None;None;None;Tdark
ZNF581;1611;1515;1469;None;1161;No;None;None;None;None;Tdark
ZNF317;1612;1629;1356;Cancer;1161;No;None;None;None;None;Tdark
GSC2;1613;1523;1469;None;1161;No;None;None;None;None;Tbio
ZNF781;1614;1572;1422;Cancer;1161;No;None;None;None;None;Tdark
RHOXF2B;1615;1526;1469;None;1161;No;None;None;None;None;Tdark
ZSCAN32;1616;1529;1469;None;1161;No;None;None;None;None;Tdark
SCRT2;1617;1534;1469;None;1161;No;None;None;None;None;Tdark
ZNF669;1618;1544;1469;None;1161;No;None;None;None;None;Tdark
NKX1-2;1619;1545;1469;None;1161;No;None;None;None;None;Tdark
ZNF566;1620;1557;1469;None;1161;No;None;None;None;None;Tdark
ZNF649;1621;1612;1422;Cancer;1161;No;None;None;None;None;Tdark
THAP8;1621;1565;1469;None;1161;No;None;None;None;None;Tdark
ZNF222;1623;1571;1469;None;1161;No;None;None;None;None;Tdark
ZNF550;1624;1576;1469;None;1161;No;None;None;None;None;Tdark
ZIM3;1625;1577;1469;None;1161;No;None;None;None;None;Tdark
ZNF354B;1626;1583;1469;None;1161;No;None;None;None;None;Tdark
ZNF705D;1627;1631;1422;Cancer;1161;No;None;None;None;None;Tdark
ZNF705B;1628;1601;1469;None;1161;No;None;None;None;None;Tdark
ZNF788;1629;1623;1469;None;1161;No;None;None;None;None;None
ZNF286A;1630;1624;1469;None;1161;No;None;None;None;None;Tdark
CENPBD1;1631;1627;1469;None;1161;No;None;None;None;None;Tdark
ZNF181;1632;1628;1469;None;1161;No;None;None;None;None;Tdark
ZNF879;1633;1633;1469;None;1161;No;None;None;None;None;Tdark
AC008770.3;1634;1634;1469;None;1161;No;None;None;None;None;None
AC023509.3;1634;1634;1469;None;1161;No;None;None;None;None;None
